,velocity_threshold,interpolation_radius,max_gap,min_duration,splits,missing,overlaps,pid,tid
204,50,80,80,60,0.07317073170731707,0.926829268292683,0.0,p95,t2
205,50,80,80,60,0.12903225806451613,0.8494623655913979,0.021505376344086023,p95,t3
206,50,80,80,60,0.1368421052631579,0.8300751879699249,0.03308270676691729,p95,t4
207,50,80,80,60,0.5021097046413502,0.17721518987341772,0.3206751054852321,p96,t2
208,50,80,80,60,0.4716981132075472,0.3719676549865229,0.15633423180592992,p96,t3
209,50,80,80,60,0.41903584672435107,0.04326328800988875,0.5377008652657602,p97,t1
210,50,80,80,60,0.3883495145631068,0.04854368932038835,0.5631067961165048,p97,t2
211,50,80,80,60,0.6,0.04909090909090909,0.3509090909090909,p97,t3
212,50,80,80,60,0.5526315789473685,0.09210526315789473,0.35526315789473684,p97,t4
213,50,80,80,60,0.09782608695652174,0.8804347826086957,0.021739130434782608,p98,t3
214,50,80,80,60,0.5227272727272727,0.4090909090909091,0.06818181818181818,p98,t4
215,50,80,80,60,0.48243559718969553,0.09133489461358314,0.4262295081967213,p99,t1
216,50,80,80,60,0.4976303317535545,0.061611374407582936,0.44075829383886256,p99,t2
217,50,80,80,60,0.5121107266435986,0.05536332179930796,0.43252595155709345,p99,t3
218,50,80,80,60,0.4369287020109689,0.03656307129798903,0.526508226691042,p99,t4
219,50,80,80,80,0.42557651991614254,0.4371069182389937,0.13731656184486374,p10,t1
220,50,80,80,80,0.31950207468879666,0.6203319502074689,0.06016597510373444,p100,t2
221,50,80,80,80,0.07769929364278506,0.9061553985872856,0.016145307769929364,p100,t3
222,50,80,80,80,0.2741514360313316,0.5796344647519582,0.1462140992167102,p100,t4
223,50,80,80,80,0.6085526315789473,0.10855263157894737,0.28289473684210525,p101,t1
224,50,80,80,80,0.5672514619883041,0.18128654970760233,0.25146198830409355,p101,t2
225,50,80,80,80,0.6401098901098901,0.12912087912087913,0.23076923076923078,p101,t3
226,50,80,80,80,0.5263157894736842,0.13533834586466165,0.3383458646616541,p101,t4
227,50,80,80,80,0.5706422018348624,0.13577981651376148,0.29357798165137616,p102,t1
228,50,80,80,80,0.6196721311475409,0.16065573770491803,0.21967213114754097,p102,t2
229,50,80,80,80,0.5069444444444444,0.11458333333333333,0.3784722222222222,p102,t3
230,50,80,80,80,0.5538894095595126,0.09840674789128398,0.3477038425492034,p102,t4
231,50,80,80,80,0.620253164556962,0.05063291139240506,0.3291139240506329,p103,t1
232,50,80,80,80,0.5188536953242836,0.13574660633484162,0.3453996983408748,p103,t2
233,50,80,80,80,0.5714285714285714,0.16326530612244897,0.2653061224489796,p103,t3
234,50,80,80,80,0.6111111111111112,0.1388888888888889,0.25,p103,t4
235,50,80,80,80,0.5154639175257731,0.18556701030927836,0.29896907216494845,p104,t1
236,50,80,80,80,0.4559748427672956,0.3050314465408805,0.2389937106918239,p104,t2
237,50,80,80,80,0.4492753623188406,0.27898550724637683,0.2717391304347826,p104,t3
238,50,80,80,80,0.3940724478594951,0.45115257958287597,0.15477497255762898,p104,t4
239,50,80,80,80,0.5986159169550173,0.11764705882352941,0.2837370242214533,p105,t1
240,50,80,80,80,0.5450236966824644,0.12322274881516587,0.33175355450236965,p105,t2
241,50,80,80,80,0.48598130841121495,0.16822429906542055,0.34579439252336447,p105,t3
242,50,80,80,80,0.5384615384615384,0.054945054945054944,0.4065934065934066,p105,t4
243,50,80,80,80,0.5777777777777777,0.34444444444444444,0.07777777777777778,p106,t1
244,50,80,80,80,0.4785100286532951,0.46418338108882523,0.05730659025787966,p106,t2
245,50,80,80,80,0.3418181818181818,0.5818181818181818,0.07636363636363637,p106,t3
246,50,80,80,80,0.26,0.69,0.05,p106,t4
247,50,80,80,80,0.3499420625724218,0.526071842410197,0.12398609501738123,p107,t1
248,50,80,80,80,0.5942028985507246,0.15760869565217392,0.24818840579710144,p11,t2
249,50,80,80,80,0.5069860279441117,0.18363273453093812,0.3093812375249501,p11,t4
250,50,80,80,80,0.4375,0.4321236559139785,0.1303763440860215,p12,t3
251,50,80,80,80,0.3923954372623574,0.5072243346007604,0.10038022813688213,p13,t3
252,50,80,80,80,0.3627982646420824,0.5157266811279827,0.12147505422993492,p13,t4
253,50,80,80,80,0.6016096579476862,0.14084507042253522,0.2575452716297787,p14,t3
254,50,80,80,80,0.5063775510204082,0.021683673469387755,0.4719387755102041,p15,t2
255,50,80,80,80,0.548582995951417,0.019230769230769232,0.43218623481781376,p15,t4
256,50,80,80,80,0.5429553264604811,0.03436426116838488,0.422680412371134,p17,t2
257,50,80,80,80,0.48756218905472637,0.04477611940298507,0.46766169154228854,p17,t3
258,50,80,80,80,0.4909090909090909,0.021212121212121213,0.48787878787878786,p18,t1
259,50,80,80,80,0.30649038461538464,0.59375,0.09975961538461539,p19,t2
260,50,80,80,80,0.281437125748503,0.6327345309381237,0.08582834331337326,p19,t3
261,50,80,80,80,0.4720774385703649,0.3231571109456441,0.20476545048399106,p20,t1
262,50,80,80,80,0.44421906693711966,0.4432048681541582,0.11257606490872211,p21,t3
263,50,80,80,80,0.43976348854397634,0.4678492239467849,0.09238728750923873,p21,t4
264,50,80,80,80,0.5947712418300654,0.12091503267973856,0.28431372549019607,p22,t4
265,50,80,80,80,0.5361794500723589,0.04124457308248915,0.42257597684515197,p23,t1
266,50,80,80,80,0.23613595706618962,0.7119856887298748,0.0518783542039356,p24,t3
267,50,80,80,80,0.26604068857589985,0.7057902973395931,0.028169014084507043,p24,t4
268,50,80,80,80,0.573024740622506,0.05027932960893855,0.3766959297685555,p25,t3
269,50,80,80,80,0.6197494473102432,0.08695652173913043,0.2932940309506264,p25,t4
270,50,80,80,80,0.5440180586907449,0.2076749435665914,0.24830699774266365,p26,t3
271,50,80,80,80,0.38273615635179153,0.512214983713355,0.10504885993485343,p26,t4
272,50,80,80,80,0.4600760456273764,0.3612167300380228,0.17870722433460076,p27,t1
273,50,80,80,80,0.5955334987593052,0.08684863523573201,0.3176178660049628,p28,t1
274,50,80,80,80,0.5357710651828299,0.07313195548489666,0.39109697933227344,p29,t3
275,50,80,80,80,0.6405594405594406,0.06853146853146853,0.2909090909090909,p29,t4
276,50,80,80,80,0.5242290748898678,0.3303964757709251,0.14537444933920704,p30,t4
277,50,80,80,80,0.5879732739420935,0.17761692650334077,0.2344097995545657,p31,t1
278,50,80,80,80,0.5650319829424307,0.2928216062544421,0.14214641080312723,p32,t2
279,50,80,80,80,0.5165511932255581,0.03002309468822171,0.4534257120862202,p33,t3
280,50,80,80,80,0.5555555555555556,0.03148148148148148,0.412962962962963,p33,t4
281,50,80,80,80,0.4270833333333333,0.42329545454545453,0.14962121212121213,p34,t2
282,50,80,80,80,0.6213483146067416,0.10674157303370786,0.27191011235955054,p35,t2
283,50,80,80,80,0.5956112852664577,0.1536050156739812,0.2507836990595611,p35,t3
284,50,80,80,80,0.5983263598326359,0.19665271966527198,0.20502092050209206,p37,t3
285,50,80,80,80,0.46938775510204084,0.2979591836734694,0.23265306122448978,p37,t4
286,50,80,80,80,0.4177777777777778,0.47555555555555556,0.10666666666666667,p39_test,t2
287,50,80,80,80,0.5702247191011236,0.047752808988764044,0.38202247191011235,p40,t2
288,50,80,80,80,0.5733333333333334,0.04666666666666667,0.38,p41,t2
289,50,80,80,80,0.5495689655172413,0.021551724137931036,0.42887931034482757,p41,t3
290,50,80,80,80,0.4726810673443456,0.42947903430749684,0.09783989834815757,p43,t1
291,50,80,80,80,0.30843373493975906,0.6008032128514056,0.09076305220883533,p43,t3
292,50,80,80,80,0.5,0.35195530726256985,0.14804469273743018,p44,t2
293,50,80,80,80,0.5221953188054883,0.09200968523002422,0.38579499596448746,p45,t1
294,50,80,80,80,0.4837133550488599,0.30456026058631924,0.21172638436482086,p45,t2
295,50,80,80,80,0.5696887686062246,0.29499323410013534,0.13531799729364005,p45,t3
296,50,80,80,80,0.5235555555555556,0.016888888888888887,0.45955555555555555,p46,t1
297,50,80,80,80,0.4957918898240245,0.019127773527161437,0.48508033664881406,p46,t3
298,50,80,80,80,0.6233183856502242,0.13183856502242153,0.24484304932735426,p47,t1
299,50,80,80,80,0.5563451776649746,0.26903553299492383,0.1746192893401015,p47,t2
300,50,80,80,80,0.5734406438631791,0.1710261569416499,0.25553319919517103,p47,t3
301,50,80,80,80,0.5647607934655776,0.1855309218203034,0.24970828471411902,p48,t1
302,50,80,80,80,0.5785920925747348,0.24493731918997108,0.17647058823529413,p48,t3
303,50,80,80,80,0.6036217303822937,0.04627766599597585,0.3501006036217304,p49,t1
304,50,80,80,80,0.5850244926522044,0.10146955913226033,0.31350594821553535,p49,t3
305,50,80,80,80,0.48777648428405124,0.3224679860302678,0.18975552968568102,p50,t2
306,50,80,80,80,0.5032258064516129,0.12903225806451613,0.36774193548387096,p50,t3
307,50,80,80,80,0.5565850430178689,0.23295830575777632,0.21045665122435472,p51,t1
308,50,80,80,80,0.4590032154340836,0.4332797427652733,0.10771704180064309,p51,t2
309,50,80,80,80,0.49816041206769685,0.40765268579838115,0.094186902133922,p51,t3
310,50,80,80,80,0.5565068493150684,0.09075342465753425,0.3527397260273973,p52,t1
311,50,80,80,80,0.5970409051348999,0.2297650130548303,0.1731940818102698,p52,t2
312,50,80,80,80,0.5642023346303502,0.2821011673151751,0.15369649805447472,p52,t3
313,50,80,80,80,0.5673701298701299,0.10064935064935066,0.3319805194805195,p53,t1
314,50,80,80,80,0.5747663551401869,0.10046728971962617,0.3247663551401869,p53,t2
315,50,80,80,80,0.5955678670360111,0.13850415512465375,0.2659279778393352,p54,t1
316,50,80,80,80,0.5809128630705395,0.12863070539419086,0.29045643153526973,p54,t3
317,50,80,80,80,0.5517751479289941,0.23964497041420119,0.20857988165680474,p55,t1
318,50,80,80,80,0.5622710622710623,0.28113553113553114,0.1565934065934066,p55,t2
319,50,80,80,80,0.5394511149228131,0.04030874785591767,0.4202401372212693,p56,t1
320,50,80,80,80,0.6167023554603854,0.06209850107066381,0.32119914346895073,p56,t2
321,50,80,80,80,0.5452793834296724,0.31021194605009633,0.14450867052023122,p57,t2
322,50,80,80,80,0.5686839577329491,0.23246878001921228,0.1988472622478386,p57,t3
323,50,80,80,80,0.544336569579288,0.19935275080906148,0.2563106796116505,p58,t1
324,50,80,80,80,0.5501263689974726,0.2729570345408593,0.17691659646166807,p58,t2
