type,pid,tid,splits,missing,overlaps,sequence_diff
old_vs_fixed,p15,t4,0.002285714285714286,0.0,0.9977142857142857,0.8797035347776511
old_vs_fixed,p83,t1,0.0,0.0,1.0,0.8803418803418803
old_vs_fixed,p83,t3,0.003134796238244514,0.0,0.9968652037617555,0.884375
old_vs_fixed,p18,t2,0.008902077151335312,0.0,0.9910979228486647,0.8844165435745938
old_vs_fixed,p97,t3,0.004016064257028112,0.002008032128514056,0.9939759036144579,0.8847695390781564
old_vs_fixed,p17,t4,0.004909983633387889,0.0024549918166939444,0.9926350245499181,0.8849918433931484
old_vs_fixed,p46,t2,0.0010548523206751054,0.0010548523206751054,0.9978902953586498,0.8850210970464135
old_vs_fixed,p104,t3,0.0,0.004878048780487805,0.9951219512195122,0.8853658536585366
old_vs_fixed,p41,t2,0.007462686567164179,0.004975124378109453,0.9875621890547264,0.8855721393034826
old_vs_fixed,p97,t1,0.014975041597337771,0.0016638935108153079,0.9833610648918469,0.8877049180327868
old_vs_fixed,p46,t3,0.0026200873362445414,0.0008733624454148472,0.9965065502183406,0.894759825327511
old_vs_fixed,p17,t3,0.006172839506172839,0.0,0.9938271604938271,0.8957055214723927
old_vs_fixed,p46,t1,0.004171011470281543,0.0,0.9958289885297185,0.897288842544317
old_vs_fixed,p99,t2,0.0,0.0,1.0,0.9024390243902439
old_vs_fixed,p87,t5,0.0,0.0,1.0,1.0
